24	000228	Necsom, Ltd.
24	000229	Adtec Corporation
24	00022A	Asound Electronic
24	00022B	SAXA, Inc.
24	00022C	ABB Bomem, Inc.
24	00022D	Agere Systems
24	00022E	TEAC Corp. R& D
24	00022F	P-Cube, Ltd.
24	000230	Intersoft Electronics
24	000231	Ingersoll-Rand
24	000232	Avision, Inc.
24	000233	Mantra Communications, Inc.
24	000234	Imperial Technology, Inc.
24	000235	Paragon Networks International
24	000236	INIT GmbH
24	000237	Cosmo Research Corp.
24	000238	Serome Technology, Inc.
24	000239	Visicom
24	00023A	ZSK Stickmaschinen GmbH
24	00023B	Ericsson
24	00023C	Creative Technology, Ltd.
24	00023D	Cisco Systems, Inc
24	00023E	Selta Telematica S.p.a
24	00023F	Compal Electronics INC.
24	000240	Seedek Co., Ltd.
24	000241	Amer.com
24	000242	Videoframe Systems
24	000243	Raysis Co., Ltd.
24	000244	SURECOM Technology Co.
24	000245	Lampus Co, Ltd.
24	000246	All-Win Tech Co., Ltd.
24	000247	Great Dragon Information Technology (Group) Co., Ltd.
24	000248	Pilz GmbH & Co.
24	000249	Aviv Infocom Co, Ltd.
24	00024A	Cisco Systems, Inc
24	00024B	Cisco Systems, Inc
24	00024C	SiByte, Inc.
24	00024D	Mannesman Dematic Colby Pty. Ltd.
24	00024E	Datacard Group
24	00024F	IPM Datacom S.R.L.
24	000250	Geyser Networks, Inc.
24	000251	Soma Networks, Inc.
24	000252	Carrier Corporation
24	000253	Televideo, Inc.
24	000254	WorldGate
24	000255	IBM Corp
24	000256	Alpha Processor, Inc.
24	000257	Microcom Corp.
24	000258	Flying Packets Communications
24	000259	Tsann Kuen China (Shanghai)Enterprise Co., Ltd. IT Group
24	00025A	Catena Networks
24	00025B	Cambridge Silicon Radio
24	00025C	SCI Systems (Kunshan) Co., Ltd.
24	00025D	Calix Networks
24	00025E	High Technology Ltd
24	00025F	Nortel Networks
24	000260	Accordion Networks, Inc.
24	000261	Tilgin AB
24	000262	Soyo Group Soyo Com Tech Co., Ltd
24	000263	RPS S.p.A.
24	000264	AudioRamp.com
24	000265	Virditech Co. Ltd.
24	000266	Thermalogic Corporation
24	000267	NODE RUNNER, INC.
24	000268	Harris Government Communications
24	000269	Nadatel Co., Ltd
24	00026A	Cocess Telecom Co., Ltd.
24	00026B	BCM Computers Co., Ltd.
24	00026C	Philips CFT
24	00026D	Adept Telecom
24	00026E	NeGeN Access, Inc.
24	00026F	Senao International Co., Ltd.
24	000270	Crewave Co., Ltd.
24	000271	Zhone Technologies, Inc.
24	000272	CC&C Technologies, Inc.
24	000273	Coriolis Networks
24	000274	Tommy Technologies Corp.
24	000275	SMART Technologies, Inc.
24	000276	Primax Electronics Ltd.
24	000277	Cash Systemes Industrie
24	000278	SAMSUNG ELECTRO MECHANICS CO., LTD.
24	000279	Control Applications, Ltd.
24	00027A	IOI Technology Corporation
24	00027B	Amplify Net, Inc.
24	00027C	Trilithic, Inc.
24	00027D	Cisco Systems, Inc
24	00027E	Cisco Systems, Inc
24	00027F	ask-technologies.com
24	000280	Mu Net, Inc.
24	000281	Madge Ltd.
24	000282	ViaClix, Inc.
24	000283	Spectrum Controls, Inc.
24	000284	UK Grid Solutions Limited
24	000285	Riverstone Networks
24	000286	Occam Networks
24	000287	Adapcom
24	000288	GLOBAL VILLAGE COMMUNICATION
24	000289	DNE Technologies
24	00028A	Ambit Microsystems Corporation
24	00028B	VDSL Systems OY
24	00028C	Micrel-Synergy Semiconductor
24	00028D	Movita Technologies, Inc.
24	00028E	Rapid 5 Networks, Inc.
24	00028F	Globetek, Inc.
24	000290	Woorigisool, Inc.
24	000291	Open Network Co., Ltd.
24	000292	Logic Innovations, Inc.
24	000293	Solid Data Systems
24	000294	Tokyo Sokushin Co., Ltd.
24	000295	MAVENIR IPA UK LTD
24	000296	Lectron Co,. Ltd.
24	000297	C-COR.net
24	000298	Broadframe Corporation
24	000299	Apex, Inc.
24	00029A	Storage Apps
24	00029B	Kreatel Communications AB
24	00029C	3COM
24	00029D	Merix Corp.
24	00029E	Information Equipment Co., Ltd.
24	00029F	L-3 Communication Aviation Recorders
24	0002A0	Flatstack Ltd.
24	0002A1	World Wide Packets
24	0002A2	Hilscher GmbH
24	0002A3	Hitachi Energy Switzerland Ltd
24	0002A4	AddPac Technology Co., Ltd.
24	0002A5	Hewlett Packard
24	0002A6	Effinet Systems Co., Ltd.
24	0002A7	Vivace Networks
24	0002A8	Air Link Technology
24	0002A9	RACOM, s.r.o.
24	0002AA	PLcom Co., Ltd.
24	0002AB	CTC Union Technologies Co., Ltd.
24	0002AC	3PAR data
24	0002AD	HOYA Corporation
24	0002AE	Scannex Electronics Ltd.
24	0002AF	TeleCruz Technology, Inc.
24	0002B0	Hokubu Communication & Industrial Co., Ltd.
24	0002B1	Anritsu, Ltd.
24	0002B2	Cablevision
24	0002B3	Intel Corporation
24	0002B4	DAPHNE
24	0002B5	Avnet, Inc.
24	0002B6	Acrosser Technology Co., Ltd.
24	0002B7	Watanabe Electric Industry Co., Ltd.
24	0002B8	WHI KONSULT AB
24	0002B9	Cisco Systems, Inc
24	0002BA	Cisco Systems, Inc
24	0002BB	Continuous Computing Corp
24	0002BC	LVL 7 Systems, Inc.
24	0002BD	Bionet Co., Ltd.
24	0002BE	Totsu Engineering, Inc.
24	0002BF	dotRocket, Inc.
24	0002C0	Bencent Tzeng Industry Co., Ltd.
24	0002C1	Innovative Electronic Designs, Inc.
24	0002C2	Net Vision Telecom
24	0002C3	Arelnet Ltd.
24	0002C4	OPT Machine Vision Tech Co., Ltd
24	0002C5	Evertz Microsystems Ltd.
24	0002C6	Data Track Technology PLC
24	0002C7	ALPSALPINE CO,.LTD
24	0002C8	Technocom Communications Technology (pte) Ltd
24	0002C9	Mellanox Technologies, Inc.
24	0002CA	EndPoints, Inc.
24	0002CB	TriState Ltd.
24	0002CC	M.C.C.I
24	0002CD	TeleDream, Inc.
24	0002CE	FoxJet, Inc.
24	0002CF	ZyGate Communications, Inc.
24	0002D0	Comdial Corporation
24	0002D1	Vivotek, Inc.
24	0002D2	Workstation AG
24	0002D3	NetBotz, Inc.
24	0002D4	PDA Peripherals, Inc.
24	0002D5	ACR
24	0002D6	NICE Systems
24	0002D7	EMPEG Ltd
24	0002D8	BRECIS Communications Corporation
24	0002D9	Reliable Controls
24	0002DA	ExiO Communications, Inc.
24	0002DB	NETSEC
24	0002DC	GENERAL Inc.
24	0002DD	Bromax Communications, Ltd.
24	0002DE	Astrodesign, Inc.
24	0002DF	Net Com Systems, Inc.
24	0002E0	ETAS GmbH
24	0002E1	Integrated Network Corporation
24	0002E2	NDC Infared Engineering
24	0002E3	LITE-ON Communications, Inc.
24	0002E4	JC HYUN Systems, Inc.
24	0002E5	Timeware Ltd.
24	0002E6	Gould Instrument Systems, Inc.
24	0002E7	CAB GmbH & Co KG
24	0002E8	E.D.&A.
24	0002E9	CS Systemes De Securite - C3S
24	0002EA	Focus Enhancements
24	0002EB	Pico Communications
24	0002EC	Maschoff Design Engineering
